dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,direction_bank_source,method_arm
natops,2,success,lraes,resnet1d,act,0.9070392331641024,0.9777686653301744,0.0707294321660719,7.797835174285164,27,18,1.0,1.0,0.0004454443638403,2.914781961431877,1.2844813288286618,0.4174130618926256,0.9999999999899996,5.7362806886113855,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,group_top_k1
natops,3,success,lraes,resnet1d,act,0.920588320022504,0.9548735391564996,0.0342852191339957,3.724272257645565,30,30,0.945887445887446,0.972027972027972,0.0004453586909506,2.9209604008778247,1.2831140824283849,0.4168001012393589,0.9999999999899996,5.643837013582446,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,lraes,group_top_k1
racketsports,1,success,lraes,resnet1d,act,0.8656212251404092,0.8836541979147613,0.0180329727743521,2.083240355871207,30,24,0.9409722222222222,0.9409722222222222,0.0002218074146352,0.0001210806155366,1.0980112852751358,0.1537710293618457,0.9999999999899998,2.143864856002683,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,group_top_k1
racketsports,2,success,lraes,resnet1d,act,0.8588293650793651,0.88329945799458,0.0244700929152148,2.84923770203361,30,27,0.9701754385964912,1.0,0.0002214444344145,0.0001339365052023,1.089235639817714,0.1500883230180748,0.9999999999899998,2.1693166631450227,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,group_top_k1
racketsports,3,success,lraes,resnet1d,act,0.8843719087962982,0.9096385542168676,0.0252666454205692,2.85701550583438,30,30,0.9705882352941176,0.9409722222222222,0.0002215924181665,0.0001230433957706,1.1002075871050014,0.1577899985326664,0.9999999999899998,2.1508125271014964,0.0,0.0,1200,1200,10,10,0.0,0.0,0.0,lraes,group_top_k1
japanesevowels,1,success,lraes,resnet1d,act,0.9561456014766324,0.9846679621614436,0.0285223606848111,2.983055892084481,30,14,0.9452769452769452,0.944185444185444,0.0003154607356518,2.46222018390516,1.2050939561631109,0.3200742164586212,0.9999999999899998,5.394679395933378,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,lraes,group_top_k1
japanesevowels,2,success,lraes,resnet1d,act,0.9741476029508114,0.9730233528193224,-0.0011242501314888,-0.1154085903075456,30,30,1.0,1.0,0.0003153227323205,2.444079388789943,1.1990934066853665,0.3135935631432411,0.9999999999899998,5.356552201176861,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,lraes,group_top_k1
japanesevowels,3,success,lraes,resnet1d,act,0.9681596726696928,0.9894673046943446,0.0213076320246516,2.2008383973541954,30,27,1.0,1.0,0.0003155028768264,2.4442415807071827,1.2055146407320865,0.3205643570301384,0.9999999999899998,5.378469108461614,0.0,0.0,2160,2160,10,10,0.0,0.0,0.0,lraes,group_top_k1
atrialfibrillation,1,success,lraes,resnet1d,act,0.2164502164502164,0.2592592592592592,0.0428090428090428,19.77776864044866,30,23,0.5555555555555555,0.5555555555555555,0.0001288544939138,0.0269172492606985,1.0843528702345684,0.1336467569080817,0.9999999999899996,1.0436398830928968,0.0,0.0,120,120,10,9,0.0,0.0,0.0,lraes,group_top_k1
atrialfibrillation,2,success,lraes,resnet1d,act,0.3205128205128205,0.1558441558441558,-0.1646686646686647,-51.3766073471219,28,30,0.5555555555555555,0.5555555555555555,0.0001288057485794,0.0331729857779219,1.0813034358962952,0.1302205067616465,0.9999999999899996,1.0337744315478616,0.0,0.0,120,120,10,9,0.0,0.0,0.0,lraes,group_top_k1
