dataset,method,seed_mean,seed_std,fail_reason_mean,fail_reason_std,base_f1_mean,base_f1_std,aug_f1_mean,aug_f1_std,gain_mean,gain_std,aug_count_mean,aug_count_std,aug_ratio_mean,aug_ratio_std,actual_aug_ratio_mean,actual_aug_ratio_std,train_split_only_mean,train_split_only_std,uses_external_library_mean,uses_external_library_std,budget_matched_mean,budget_matched_std,best_val_f1_mean,best_val_f1_std,stop_epoch_mean,stop_epoch_std,warning_count_mean,warning_count_std,fallback_count_mean,fallback_count_std,method_elapsed_sec_mean,method_elapsed_sec_std,transport_error_logeuc_mean_mean,transport_error_logeuc_mean_std,pca_n_components_mean,pca_n_components_std,pca_explained_variance_ratio_sum_mean,pca_explained_variance_ratio_sum_std,dba_k_mean,dba_k_std,dba_max_iter_mean,dba_max_iter_std
motorimagery,pca_cov_state,2.0,1.0,,,0.436153208624094,0.05260533084918073,0.4844047439880412,0.10140010928549316,0.048251535363947134,0.05306618633285851,2220.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5105341745931898,0.0425861993034097,13.666666666666666,1.5275252316519468,0.0,0.0,0.0,0.0,42.84077891734584,3.367312661142687,0.00010571796921403332,3.4732042731296293e-07,10.0,0.0,0.5145731170972189,0.0016509981411619622,,,,
motorimagery,random_cov_state,2.0,1.0,,,0.436153208624094,0.05260533084918073,0.46327033447294647,0.057342346273607576,0.027117125848852366,0.018363565491951343,2220.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5267084578414617,0.008994107655007523,15.666666666666666,1.5275252316519468,0.0,0.0,0.0,0.0,47.115083487005904,3.9594815022894827,0.0001057180724217,3.472613304117284e-07,,,,,,,,
motorimagery,raw_aug_jitter,2.0,1.0,,,0.436153208624094,0.05260533084918073,0.38407768180355245,0.03915205972998548,-0.052075526820541534,0.06987083490820076,2220.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5518452326865271,0.015459244852271068,19.333333333333332,8.386497083606084,0.0,0.0,0.0,0.0,58.00616303369558,17.63558614568878,,,,,,,,,,
natops,dba_sameclass,2.0,1.0,,,0.9216425322831762,0.01515792484574601,0.9572815415000319,0.003189264695032343,0.03563900921685553,0.017856528443824706,1440.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.972027972027972,0.0,26.666666666666668,5.773502691896257,0.0,0.0,0.0,0.0,6.147403284325264,0.7530555096867236,,,,,,,5.0,0.0,5.0,0.0
natops,pca_cov_state,2.0,1.0,,,0.9216425322831762,0.01515792484574601,0.9512742307142527,0.023066197393943336,0.029631698431076398,0.008798131206829285,1440.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.972027972027972,0.0,26.333333333333332,4.725815626252609,0.0,0.0,0.0,0.0,4.113512443029322,0.611641796449331,2.916141518139097,0.005041045902181501,10.0,0.0,0.7695819536844889,0.0017163645557351794,,,,
natops,random_cov_state,2.0,1.0,,,0.9216425322831762,0.01515792484574601,0.9535241013126406,0.011625995422057398,0.031881569029464436,0.024569886533639573,1440.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9813519813519814,0.016149657879430106,30.0,0.0,0.0,0.0,0.0,0.0,4.733007373288274,0.10021201253440712,2.915779931550714,0.005116860507872487,,,,,,,,
natops,raw_aug_jitter,2.0,1.0,,,0.9216425322831762,0.01515792484574601,0.9523369273872672,0.014607678243169317,0.030694395104090933,0.008527860563897127,1440.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9813519813519814,0.016149657879430106,22.0,8.0,0.0,0.0,0.0,0.0,2.744131756713614,0.8792362935238176,,,,,,,,,,
pendigits,dba_sameclass,2.0,1.0,,,0.9830244122278083,0.0023534657348120956,0.9848062271156605,0.0016554293882239377,0.0017818148878523,0.0012377825256954164,59950.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9980059081456524,3.860630893765645e-05,23.333333333333332,3.511884584284246,0.0,0.0,0.0,0.0,156.35465732232356,15.55658183984841,,,,,,,5.0,0.0,5.0,0.0
pendigits,pca_cov_state,2.0,1.0,,,0.9830244122278083,0.0023534657348120956,0.9878735541580331,0.0023791307068871622,0.0048491419302248,0.00376753796255397,59950.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9986899083481074,0.0006290274224100113,23.333333333333332,5.773502691896257,0.0,0.0,0.0,0.0,143.8363085890111,30.464471625078748,1.4620603330011655e-07,1.061665371083649e-09,3.0,0.0,1.0,0.0,,,,
pendigits,random_cov_state,2.0,1.0,,,0.9830244122278083,0.0023534657348120956,0.9877961433402455,0.0016417207128736266,0.0047717311124371,0.001574441847135254,59950.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9986565853270064,0.0006531444468259997,16.333333333333332,4.04145188432738,0.0,0.0,0.0,0.0,110.96525052034606,19.852987023861346,1.4622076753811587e-07,1.0803326712050932e-09,,,,,,,,
pendigits,raw_aug_jitter,2.0,1.0,,,0.9830244122278083,0.0023534657348120956,0.9883795179267159,0.001034349728635331,0.005355105698907534,0.0032622400487337107,59950.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9980311749886267,0.0006678897575846862,20.0,5.291502622129181,0.0,0.0,0.0,0.0,98.25754910098233,26.08351395741883,,,,,,,,,,
racketsports,dba_sameclass,2.0,1.0,,,0.8696074996720241,0.013229632397157179,0.872503601911864,0.005570079636005558,0.0028961022398398,0.015819349937631674,1200.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9607162309368191,0.017098813119382286,26.0,6.928203230275509,0.0,0.0,0.0,0.0,4.788139529332208,0.8286846185956328,,,,,,,5.0,0.0,5.0,0.0
racketsports,pca_cov_state,2.0,1.0,,,0.8696074996720241,0.013229632397157179,0.8798842950588853,0.01991009129423339,0.010276795386861068,0.01010254148310871,1200.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9198813004734058,0.018304028756563895,24.666666666666668,9.237604307034012,0.0,0.0,0.0,0.0,3.742071684023055,1.1327110041182453,0.00012600400841873333,6.962985027644257e-06,10.0,0.0,0.841010570526123,0.0022401388828951797,,,,
racketsports,random_cov_state,2.0,1.0,,,0.8696074996720241,0.013229632397157179,0.8846388859417199,0.012082812432002751,0.015031386269695699,0.004064640309563095,1200.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9504995126705653,0.045491339714461766,30.0,0.0,0.0,0.0,0.0,0.0,4.390776323348594,0.04837579567024922,0.00012601224544156667,6.951662929703929e-06,,,,,,,,
racketsports,raw_aug_jitter,2.0,1.0,,,0.8696074996720241,0.013229632397157179,0.8653462199569112,0.009359904314417938,-0.0042612797151129,0.004685148652243105,1200.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.960016462725441,0.017954541164613914,29.666666666666668,0.5773502691896255,0.0,0.0,0.0,0.0,3.5458349159841114,0.09391007299670916,,,,,,,,,,
selfregulationscp2,dba_sameclass,2.0,1.0,,,0.45074054270119185,0.06325142551824281,0.46848522621714844,0.04731968559180627,0.017744683515956667,0.09384443555439506,1600.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5803837664302781,0.013489064057405142,21.0,5.291502622129181,0.0,0.0,0.0,0.0,442.11206616670825,0.8038801858778297,,,,,,,5.0,0.0,5.0,0.0
selfregulationscp2,pca_cov_state,2.0,1.0,,,0.45074054270119185,0.06325142551824281,0.5128788972306961,0.04165939435996588,0.062138354529504336,0.08701689998397608,1600.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5959677766583138,0.04597186755358122,19.666666666666668,5.773502691896258,0.0,0.0,0.0,0.0,10.166409311971316,2.690866587033546,1.1504038219552542e-05,6.775728929884943e-08,10.0,0.0,0.9986203710238138,6.392053721371564e-05,,,,
selfregulationscp2,random_cov_state,2.0,1.0,,,0.45074054270119185,0.06325142551824281,0.48993781636211625,0.04264863180581242,0.039197273660924535,0.10193323225163678,1600.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5652957285342275,0.08892279927583503,22.0,3.0,0.0,0.0,0.0,0.0,11.242412230349146,1.423919511561328,1.150464175730747e-05,6.717847910716913e-08,,,,,,,,
selfregulationscp2,raw_aug_jitter,2.0,1.0,,,0.45074054270119185,0.06325142551824281,0.48226173590281474,0.03504243203373153,0.031521193201622937,0.08458245332810517,1600.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.596960076960077,0.029219198408537123,13.0,1.0,0.0,0.0,0.0,0.0,6.633070032306326,0.4777165342535463,,,,,,,,,,
uwavegesturelibrary,dba_sameclass,2.0,1.0,,,0.7093520964994625,0.044257608347720065,0.7816659765132504,0.016101615418606472,0.07231388001378787,0.0303831074549895,960.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9109126984126984,0.04935932123310236,24.0,2.0,0.0,0.0,0.0,0.0,26.694943065367017,0.3420130665311342,,,,,,,5.0,0.0,5.0,0.0
uwavegesturelibrary,pca_cov_state,2.0,1.0,,,0.7093520964994625,0.044257608347720065,0.8047224511119886,0.01707823726874051,0.095370354612526,0.027739724214531185,960.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9146825396825397,0.04226330201133105,19.666666666666668,4.509249752822894,0.0,0.0,0.0,0.0,2.5598546816424155,0.4869155626330815,0.0017387469591218002,9.282452037579899e-05,6.0,0.0,0.9999999602635702,6.882551542807229e-08,,,,
uwavegesturelibrary,random_cov_state,2.0,1.0,,,0.7093520964994625,0.044257608347720065,0.8188289480291107,0.01861104276025042,0.1094768515296481,0.028217262167222475,960.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9202380952380954,0.03196046133014,24.666666666666668,3.5118845842842465,0.0,0.0,0.0,0.0,3.1279536763904616,0.3702996937768098,0.0017389771617270335,9.404171513742691e-05,,,,,,,,
uwavegesturelibrary,raw_aug_jitter,2.0,1.0,,,0.7093520964994625,0.044257608347720065,0.7990792999231875,0.02625459978078551,0.08972720342372503,0.04067303007380621,960.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.924404761904762,0.056704044295409664,29.0,1.7320508075688772,0.0,0.0,0.0,0.0,3.16210329606353,0.18590205597639706,,,,,,,,,,
